measurement_id,energy_difference
2135,1516600
2136,1432057
2137,1543199
2138,1431423
2139,1472592
2140,1513384
2141,1462942
2142,1467213
2143,1444742
2144,1507232
2145,1596353
2146,1344394
2147,1536533
2148,1495364
2149,1494609
2150,1484332
2151,1451017
2152,1500185
2153,1412411
2154,1494077
2155,1421524
2156,1500071
2157,1472748
2158,1523067
2159,1479822
2160,1401251
2161,1508873
2162,1472702
2163,1441075
2164,1514152
2165,1441625
2166,1532416
2167,1429630
2168,1501552
2169,1533501
2170,1420422
2171,1540612
2172,1455372
2173,1541824
2174,1417987
2175,1550178
2176,1750463
2177,1235964
2178,1495868
2179,1405600
2180,1519897
2181,1706224
2182,1226059
2183,1483614
2184,1484750
2185,1561952
2186,1426371
2187,1511743
2188,1496275
2189,1468651
2190,1531386
2191,1436989
2192,1538522
2193,1464409
2194,1421933
2195,1468705
2196,1505575
2197,1406344
2198,1500652
2199,1463828
2200,1521163
2201,1513802
2202,1459970
2203,1493511
2204,1525239
2205,1466241
2206,1505736
2207,1522798
2208,1393509
2209,1498653
2210,1478290
2211,1316958
2212,1495619
2213,1525128
2214,1441913
2215,1480091
2216,1457538
2217,1517156
2218,1422784
2219,1448212
2220,1473678
2221,1478858
2222,1489996
2223,1542391
2224,1388337
2225,1486843
2226,1487725
2227,1474328
2228,1534816
2229,1455746
2230,1563387
2231,1469516
2232,1474017
2233,1503048
2234,1512417
2235,1430911
2236,1488915
2237,1512736
2238,1554627
2239,1437758
2240,1513648
2241,1476400
2242,1554993
2243,1525380
2244,1377988
2245,1542030
2246,1430557
2247,1560854
2248,1492764
2249,1424109
2250,1518853
2251,1430845
2252,1559650
2253,1479321
2254,1431318
2255,1462731
2256,1483317
2257,1505206
2258,1476689
2259,1478524
2260,1544011
2261,1496550
2262,1401891
2263,1458740
2264,1439539
2265,1505847
2266,1478238
2267,1489822
2268,1463722
2269,1558217
2270,1381771
2271,1468798
2272,1427137
2273,1519153
2274,1503084
2275,1462122
2276,1494089
2277,1449539
2278,1502634
2279,1532174
2280,1454856
2281,1502726
2282,1456465
2283,1460957
2284,1544630
2285,1485867
2286,1549319
2287,1424047
2288,1488134
2289,1514094
2290,1506793
2291,1455160
2292,1556652
2293,1393170
2294,1500835
2295,1487408
2296,1542667
2297,1469187
2298,1432701
2299,1531246
2300,1538999
2301,1393317
2302,1460467
2303,1477505
2304,1508863
2305,3080800
2306,1492051
2307,1446610
2308,1556615
2309,1511503
2310,1342701
2311,1515760
2312,1467399
2313,1522094
2314,1573732
2315,1403794
2316,1471113
2317,1576752
2318,1429791
2319,1489410
2320,1546513
2321,1443601
2322,1522135
2323,1472844
2324,1459215
2325,1460453
2326,1483283
2327,1459991
2328,1473290
2329,1480663
2330,1538569
2331,1421838
2332,1495867
2333,1505183
2334,1455850
2335,1469401
2336,1481554
2337,1483379
2338,1508228
2339,1512865
2340,1575232
2341,1348343
2342,1482844
2343,1468656
2344,1526010
2345,1610582
2346,1280586
2347,1504212
2348,1510381
2349,1414325
2350,1496964
2351,1466847
2352,1512100
2353,1414473
2354,1501274
2355,1483964
2356,1464869
2357,1525326
2358,1433159
2359,1530061
2360,1489738
2361,1447495
2362,1510621
2363,1530171
2364,1471541
2365,1496572
2366,1487687
2367,1565203
2368,1413710
2369,1511746
2370,1484138
2371,1560197
2372,1390910
2373,1380327
2374,1489076
2375,1555294
2376,1465742
2377,1480749
2378,1439337
2379,1541101
2380,1498518
2381,1530912
2382,1441141
2383,1510509
2384,1491736
2385,1447309
2386,1495868
2387,1478349
2388,1456543
2389,1471951
2390,1505623
2391,1457701
2392,1491307
2393,1505785
2394,1510089
2395,1492957
2396,1470997
2397,1541356
2398,1391446
2399,1472818
2400,1476424
2401,1525208
2402,1529828
2403,1397229
2404,1539044
2405,1480102
2406,1497500
2407,1495022
2408,1337267
2409,1472574
2410,1491003
2411,1498837
2412,1645769
2413,1319319
2414,1416551
2415,3112985
2416,1464792
2417,1542701
2418,1413157
2419,1539360
2420,1468338
2421,1435020
2422,1496758
2423,1535392
2424,1502649
2425,1425934
2426,1506848
2427,1496306
2428,1512493
2429,1455018
2430,1427359
2431,1505354
2432,1477019
2433,1505239
2434,1462965
2435,1468241
2436,1548789
2437,1514083
2438,1380399
2439,1514789
2440,1478505
2441,1486403
2442,1459280
2443,1419202
2444,1523347
2445,1479534
2446,1449419
2447,1489671
2448,1436514
2449,1454055
2450,3132005
2451,1484143
2452,1478315
2453,1574887
2454,1416869
2455,1566262
2456,1429447
2457,1549932
2458,1476681
2459,1457373
2460,1587513
2461,1378138
2462,1464789
2463,1559341
2464,1439084
2465,1507788
2466,1576981
2467,1400827
2468,1473820
2469,1499715
2470,1489280
2471,1474350
2472,1553596
2473,1448779
2474,1346845
2475,1466867
2476,1524003
2477,1507714
2478,1390036
2479,1509913
2480,1459961
2481,1473228
2482,1533224
2483,1388042
2484,1508070
2485,1496646
2486,1512222
2487,1495796
2488,1512966
2489,1442434
2490,1470000
2491,1516133
2492,1494728
2493,1522569
2494,1524011
2495,1453204
2496,1421928
2497,1541601
2498,1557222
2499,1371008
2500,1474403
2501,1452956
2502,1461442
2503,1518924
2504,1388677
2505,1528336
2506,1417343
2507,1478682
2508,1492963
2509,1418197
2510,1452012
2511,1470508
2512,1513053
2513,1509069
2514,1472825
2515,1480870
2516,1466123
2517,1514697
2518,1508663
2519,1430507
2520,1514768
2521,1449936
2522,1442218
2523,1455314
2524,1538408
2525,1436656
2526,1546725
2527,1519460
2528,1397573
2529,1500169
2530,1400933
2531,1574040
2532,1408648
2533,1472875
2534,1550192
2535,1382054
2536,1512298
2537,1466868
2538,1466827
2539,1545553
2540,1433087
2541,1445082
2542,1513035
2543,1408297
2544,1423580
2545,1477624
2546,1528589
2547,1443380
2548,1505923
2549,1477472
2550,1548651
2551,1442290
2552,3114024
2553,1468814
2554,1567691
2555,1387812
2556,1504610
2557,1539638
2558,1483785
2559,1650865
2560,1311196
2561,1506450
2562,1428339
2563,1523785
2564,1574267
2565,1249730
2566,1533379
2567,1379362
2568,1515389
2569,1519900
2570,1407223
2571,1452667
2572,1471476
2573,1486459
2574,1464342
2575,1522360
2576,1506438
2577,1483748
2578,1528613
2579,1399796
2580,1485415
2581,1457349
2582,1534565
2583,1460391
2584,1523268
2585,1476899
2586,1433769
2587,1479065
2588,1545229
2589,1394166
2590,1554500
2591,1365353
2592,1476886
2593,1536236
2594,1380924
2595,1613476
2596,1321275
2597,1505037
2598,1527564
2599,1493223
2600,1433554
2601,1478241
2602,1506050
2603,1503443
2604,1494794
2605,1523927
2606,1397170
2607,1417678
2608,1563586
2609,1422786
2610,1574414
2611,1478594
2612,1417224
2613,1536364
2614,1452237
2615,1465835
2616,1515167
2617,1469269
2618,1504580
2619,1506519
2620,1470257
2621,1498970
2622,1380291
2623,1471235
2624,1522736
2625,1418565
2626,3092478
2627,3154267
2628,1438394
2629,1515627
2630,1475963
2631,1470754
2632,1497767
2633,1420939
2634,1495480
2635,1562345
2636,3051685
2637,1532976
2638,1433974
2639,1462981
2640,1524716
2641,1463338
2642,1506361
2643,1509259
2644,1538848
2645,1481744
2646,1445821
2647,1466727
2648,1518242
2649,1525816
2650,1298553
2651,1475035
2652,1486188
2653,1485510
2654,1463469
2655,1360021
2656,1521230
2657,1485966
2658,1426599
2659,1575819
2660,1287177
2661,1516840
2662,1501333
2663,1420120
2664,1491128
2665,1430116
2666,1471219
2667,1558858
2668,1437897
2669,3071528
2670,1497437
2671,1555004
2672,1435602
2673,1471944
2674,1594026
2675,3077943
2676,1412055
2677,1480250
2678,1449856
2679,3177210
2680,1386062
2681,1475407
2682,1493147
2683,1467234
2684,1500407
2685,1458834
2686,1538295
2687,1502790
2688,1367811
2689,1510381
2690,1421335
2691,1567974
2692,1499956
2693,1370147
2694,1534643
2695,1452669
2696,1498310
2697,1484815
2698,1486905
2699,1505971
2700,1522082
2701,1516398
2702,1488368
2703,1502383
2704,1461335
2705,1457863
2706,1517133
2707,1535565
2708,1453437
2709,1483040
2710,1518343
2711,1476559
2712,1487897
2713,1526525
2714,1392102
2715,1541429
2716,1495708
2717,1483181
2718,1551208
2719,1281448
2720,1429964
2721,1487395
2722,1554697
2723,1437667
2724,1377543
2725,1475974
2726,1462011
2727,1522247
2728,1456491
2729,1391920
2730,1471729
2731,1507358
2732,1557629
2733,1418500
2734,1499821
2735,1511000
2736,1479220
2737,1500352
2738,1527912
2739,1477407
2740,1466065
2741,1495647
2742,1482924
2743,1486151
2744,1520985
2745,1446890
2746,1515785
2747,1515363
2748,1457298
2749,1485184
2750,1457098
2751,1456668
2752,1456736
2753,1497970
2754,1514927
2755,1442453
2756,1485001
2757,1536584
2758,1393301
2759,1534514
2760,1326689
2761,1496575
2762,1419080
2763,1494562
2764,3108871
2765,1496496
2766,1536821
2767,1464775
2768,6327734
2769,1437788
2770,1519028
2771,1465391
2772,1532253
2773,1453884
2774,1488214
2775,1534582
2776,1454076
2777,1494875
2778,1438140
2779,1518089
2780,1519965
2781,1489081
2782,1444932
2783,1400144
2784,1549902
2785,1426622
2786,1573133
2787,1354398
2788,1452482
2789,1513286
2790,1537098
2791,1421505
2792,1432368
2793,1507247
2794,1520201
2795,3068291
2796,1506273
2797,1484367
2798,1535449
2799,1484145
2800,1523947
2801,1488795
2802,1443037
2803,1505067
2804,1472793
2805,1496569
2806,1493154
2807,1446760
2808,1509927
2809,1532097
2810,1434152
2811,1626837
2812,1340480
2813,1480570
2814,1451677
2815,1453153
2816,1511446
2817,1403105
2818,1491726
2819,1532013
2820,1420210
2821,1521583
2822,1437651
2823,1449484
2824,1530468
2825,1364622
2826,1445212
2827,1498406
2828,1488361
2829,1476041
2830,1453323
2831,1528695
2832,1491120
2833,1489091
2834,1518782
2835,1414873
2836,1497683
2837,1520117
2838,1447468
2839,1496981
2840,1438645
2841,1453262
2842,1492103
2843,1494583
2844,1515820
2845,1413631
2846,1464540
2847,1581501
2848,1342997
2849,1517369
2850,1431481
2851,1472458
2852,1529447
2853,1513906
2854,1371000
2855,1486219
2856,1507716
2857,3094170
2858,1455630
2859,1522018
2860,1513462
2861,1486759
2862,1457456
2863,1443016
2864,1529114
2865,1489832
2866,1530310
2867,1467682
2868,1474097
2869,1464442
2870,1466478
2871,1479065
2872,1565041
2873,1443642
2874,1451463
2875,1511056
2876,1428857
2877,1527069
2878,1450211
2879,1489557
2880,1492081
2881,1485592
2882,1580391
2883,1351870
2884,1497662
2885,1526710
2886,1415603
2887,1521815
2888,1436642
2889,1430681
2890,1485442
2891,1494665
2892,1493364
2893,1497361
2894,1420128
2895,3199661
2896,1451338
2897,1456559
2898,1481530
2899,1550982
2900,1522430
2901,1466497
2902,1443217
2903,1559786
2904,1490554
2905,1401980
2906,1492827
2907,1505995
2908,1463168
2909,1496830
2910,1426786
2911,1483877
2912,1520089
2913,1385258
2914,1485811
2915,1401929
2916,1495549
2917,1543680
2918,1389140
2919,1510315
2920,1539367
2921,1486479
2922,1454990
2923,1413979
2924,1482927
2925,1531428
2926,1479196
2927,1393028
2928,1491137
2929,1451221
2930,1514995
2931,1466681
2932,1513288
2933,1468723
2934,1509640
2935,1468158
2936,1530190
2937,1438988
2938,1513158
2939,1427226
2940,1449707
2941,1570268
2942,1500768
2943,1600624
2944,1289498
2945,1404382
2946,1527010
2947,1490654
2948,1542704
2949,1377640
2950,1465750
2951,3059734
2952,3109318
2953,1513470
2954,1493828
2955,1455400
2956,1481936
2957,1513252
2958,1488868
2959,1440175
2960,1460964
2961,1523858
2962,1449151
2963,1503796
2964,1435036
2965,1534098
2966,1466451
2967,3132305
2968,1461234
2969,1508298
2970,1474152
2971,1433315
2972,1473716
2973,1518744
2974,1506097
2975,1413460
2976,1491881
2977,1377739
2978,1447225
2979,1496303
2980,1544424
2981,1429171
2982,1497353
2983,1517802
2984,1450421
2985,1540956
2986,1411401
2987,1497164
2988,1531436
2989,1445411
2990,1487545
2991,1419899
2992,1474127
2993,1483383
2994,1484409
2995,1556049
2996,1386978
2997,3139670
2998,1453240
2999,1486471
3000,1481932
3001,1589664
3002,1298033
3003,1451155
3004,1482992
3005,1458963
3006,1488176
3007,1417113
3008,1527062
3009,1516049
3010,1401774
3011,1491291
3012,1486527
3013,1537345
3014,1460723
3015,1444480
3016,1504510
3017,1504125
3018,1468859
3019,3054301
3020,1522120
3021,1480983
3022,1528032
3023,1428986
3024,1515791
3025,1536161
3026,1611239
3027,1276698
3028,1497052
3029,1577929
3030,1411601
3031,1500450
3032,1414820
3033,1492551
3034,1492198
3035,1489219
3036,1504663
3037,1410959
3038,1566607
3039,1411321
3040,1517181
3041,1462574
3042,1526752
3043,1515542
3044,3124081
3045,1475655
3046,1508600
3047,1488983
3048,1508561
3049,1476166
3050,1498370
3051,1530373
3052,1443854
3053,1576578
3054,1410567
3055,1476297
3056,1563880
3057,1473574
3058,1504191
3059,1497670
3060,1428623
3061,1560926
3062,1384263
3063,1477019
3064,1532007
3065,1413007
3066,1505017
3067,1466563
3068,1464425
3069,1540982
3070,3150895
3071,1292795
3072,1540626
3073,1424183
3074,1533622
3075,1461236
3076,1449487
3077,1548184
3078,1489763
3079,1495184
3080,1488278
3081,1456448
3082,1519052
3083,1477706
3084,1497273
3085,1434213
3086,1457282
3087,1483496
3088,1485337
3089,1487410
3090,1432037
3091,1499527
3092,1453810
3093,1488694
3094,1503989
3095,1452351
3096,1654831
3097,1316165
3098,1531330
3099,3058292
3100,1537740
3101,1427100
3102,1473020
3103,1455363
3104,1439975
3105,1542938
3106,1369543
3107,1513856
3108,1472619
3109,1481835
3110,1541672
3111,1389068
3112,1509051
3113,1517159
3114,1477950
3115,1434236
3116,1505202
3117,1443208
3118,1487445
3119,1551045
3120,1453156
3121,1538620
3122,1400112
3123,1487772
3124,1468796
3125,1514551
3126,1494321
3127,1499286
3128,1477970
3129,1526902
3130,1450457
3131,3041841
3132,1504797
3133,1437501
3134,1451191
3135,3142379
3136,1475106
3137,1426885
3138,1547754
3139,1494144
3140,1432354
3141,1461640
3142,1486264
3143,1466327
3144,1493205
3145,1502797
3146,1467842
3147,1509554
3148,1454597
3149,1471180
3150,1517695
3151,1434137
3152,1506792
3153,1471393
3154,1454097
3155,1500135
3156,3155324
3157,1440525
3158,1473960
3159,1583279
3160,1334310
3161,1520571
3162,1466642
3163,1534977
3164,1488457
3165,1365108
3166,1518782
3167,1442776
3168,1564033
3169,1448383
3170,1404489
3171,1500160
3172,1516591
3173,1447121
3174,1471123
3175,1508363
3176,1447885
3177,1523305
3178,1554226
3179,1376297
3180,1510727
3181,1499454
3182,1426923
3183,1462023
3184,1437562
3185,1538975
3186,1484880
3187,1444865
3188,1552260
3189,1423789
3190,1570648
3191,1336015
3192,1486442
3193,1479083
3194,1507448
3195,1518305
3196,1380979
3197,1495300
3198,1486479
3199,1488424
3200,1545007
3201,1396176
3202,1491167
3203,1561114
3204,1363279
3205,1537366
3206,3033767
3207,1560229
3208,1463497
3209,1467028
3210,1474614
3211,1459709
3212,1525260
3213,1458494
3214,1484388
3215,1480864
3216,1477580
3217,1474664
3218,1489848
3219,1468812
3220,1526728
3221,1360751
3222,1468390
3223,1502642
3224,1481293
3225,1502204
3226,1470045
3227,1472956
3228,1476262
3229,1496350
3230,1497317
3231,1416595
3232,1447348
3233,1451467
3234,1473578
3235,1480469
3236,1552870
3237,1481704
3238,1519994
3239,1453977
3240,1447192
3241,1526090
3242,1508248
3243,1462728
3244,1496789
3245,1409140
3246,1522766
3247,1505769
3248,1469020
3249,1484961
3250,1443775
3251,1476290
3252,1422974
3253,1504400
3254,1484859
3255,1414736
3256,1550284
3257,1337059
3258,1496409
3259,1466183
3260,1518628
3261,1476549
3262,1391939
3263,1443094
3264,1496204
3265,1477548
3266,1534823
3267,1313040
3268,1542493
3269,1509073
3270,1461625
3271,1469573
3272,1507468
3273,1495088
3274,1518565
3275,1460862
3276,1464914
3277,1519787
3278,1453874
3279,1500183
3280,1469238
3281,1454412
3282,1496187
3283,1539996
3284,1472375
3285,1468030
3286,1461627
3287,1519703
3288,1488580
3289,1424499
3290,1498471
3291,1457532
3292,1501532
3293,1490587
3294,1436822
3295,1549685
3296,1456816
3297,3067438
3298,1463723
3299,1501594
3300,1517679
3301,1510277
3302,1418431
3303,1524079
3304,1462716
3305,1521178
3306,1505204
3307,1425401
3308,1523644
3309,1503886
3310,1474646
3311,1510946
3312,1474968
3313,1457815
3314,1486034
3315,1539220
3316,1522318
3317,1384622
3318,1449400
3319,1538682
3320,1463102
3321,1470547
3322,3074604
3323,1541856
3324,1445664
3325,1435338
3326,3155560
3327,1483072
3328,1463732
3329,1436729
3330,1472561
3331,1535276
3332,1435847
3333,1494900
3334,1556036
3335,1428642
3336,1545827
3337,1469922
3338,1438796
3339,1542900
3340,1473493
3341,1533692
3342,1485017
3343,1456023
3344,1469235
3345,1503516
3346,1478685
3347,1478356
3348,1522867
3349,1468603
3350,1474609
3351,1537395
3352,1327220
3353,1530222
3354,1485620
3355,1478393
3356,1523719
3357,1386831
3358,1462247
3359,1489438
3360,1529961
3361,1525025
3362,1329760
3363,1527417
3364,1464238
3365,1451121
3366,1474094
3367,1470312
3368,1514352
3369,1455321
3370,1536574
3371,1436896
3372,1460567
3373,1455993
3374,1540823
3375,1488825
3376,1509971
3377,1508872
3378,1438098
3379,1500256
3380,1467156
3381,1536161
3382,1436663
3383,1542353
3384,1388971
3385,1498360
3386,1488537
3387,3064998
3388,1533886
3389,1450615
3390,1473892
3391,1490266
3392,1348592
3393,1586055
3394,1466180
3395,1482747
3396,1551098
3397,1316001
3398,1542215
3399,1493812
3400,1447016
3401,1495827
3402,1480662
3403,1511646
3404,1487999
3405,1474184
3406,1536706
3407,1459088
3408,1484263
3409,1484484
3410,1507255
3411,1500470
3412,1476618
3413,1490316
3414,1503870
3415,1442347
3416,1464977
3417,1590313
3418,1338995
3419,1446840
3420,1511559
3421,1491848
3422,1503661
3423,1463381
3424,1424919
3425,1466726
3426,1510264
3427,1565120
3428,1363107
3429,1458883
3430,1553318
3431,1495327
3432,1441065
3433,1519008
3434,1505405
3435,1434682
3436,1487384
3437,1494623
3438,1492470
3439,3064971
3440,1476794
3441,1486100
3442,1541107
3443,1454591
3444,1470534
3445,1544200
3446,1407019
3447,1580940
3448,1431168
3449,1522217
3450,1455137
3451,1517780
3452,1524720
3453,1332634
3454,1538109
3455,1451324
3456,1486906
3457,1512162
3458,1455874
3459,1484082
3460,1536100
3461,1444190
3462,1454676
3463,1549040
3464,1468419
3465,1491855
3466,1487667
3467,1514547
3468,1484231
3469,1418158
3470,1516904
3471,1523338
3472,1458798
3473,1528261
3474,1363204
3475,1439249
3476,1469959
3477,1478730
3478,1513857
3479,1415576
3480,1526638
3481,1477428
3482,1485875
3483,1543289
3484,1334924
3485,1498437
3486,1450330
3487,1535124
3488,3089188
3489,1416795
3490,1465189
3491,1496500
3492,1527684
3493,1472262
3494,1474760
3495,1492554
3496,1505370
3497,1510891
3498,1474546
3499,1421924
3500,1443415
3501,1602524
3502,1396744
3503,1438161
3504,1475473
3505,1514114
3506,1568615
3507,1457415
3508,1408651
3509,1490360
3510,1569905
3511,3055639
3512,1548902
3513,1316562
3514,1534904
3515,1429703
3516,1504965
3517,1488534
3518,1384020
3519,1533622
3520,1444145
3521,1568988
3522,1516620
3523,1375447
3524,1529009
3525,1543992
3526,1495737
3527,1492473
3528,1437837
3529,1551294
3530,1465836
3531,1490936
3532,1509595
3533,1455551
3534,1515298
3535,1486676
3536,1503627
3537,1469332
3538,1471540
3539,1457895
3540,1504980
3541,1510516
3542,1458421
3543,1482149
3544,1519994
3545,1430798
3546,1497005
3547,1478787
3548,1542586
3549,1434127
3550,3057936
3551,3061874
3552,1438006
3553,1445261
3554,1526823
3555,1490979
3556,1429764
3557,1504991
3558,1528071
3559,1393259
3560,1601818
3561,1423687
3562,1460805
3563,1559499
3564,1407181
3565,1486391
3566,1547132
3567,1451968
3568,1478671
3569,1486517
3570,1552649
3571,1503274
3572,1462968
3573,1519857
3574,1461216
3575,1499804
3576,1486629
3577,1543842
3578,1335496
3579,1506929
3580,1481126
3581,1470427
3582,1561066
3583,1412542
3584,1434897
3585,1474431
3586,1476973
3587,3154062
3588,1448286
3589,1540182
3590,1469243
3591,1581981
3592,1388514
3593,1449336
3594,1529643
3595,1543025
3596,1398856
3597,1421453
3598,1480992
3599,1502047
3600,1457597
3601,1480647
3602,1462384
3603,1543638
3604,1501967
3605,1421653
3606,1534724
3607,1448889
3608,1481646
3609,1484853
3610,1462751
3611,1486737
3612,1514966
3613,1442653
3614,1467295
3615,1451709
3616,1469866
3617,1551629
3618,1358657
3619,1493420
3620,1481453
3621,1428685
3622,1506703
3623,1421085
3624,1531129
3625,1450326
3626,1528024
3627,3082974
3628,1445064
3629,1528513
3630,1533118
3631,1518531
3632,1394042
3633,1520215
3634,1430066
3635,1496552
3636,1517562
3637,1546966
3638,1447018
3639,1445610
3640,1485944
3641,1504264
3642,1521392
3643,1441812
3644,1449239
3645,1454911
3646,1495641
3647,1505463
3648,1560153
3649,1413695
3650,1445461
3651,1534907
3652,1567993
3653,1417271
3654,1548725
3655,1398432
3656,1540142
3657,1567122
3658,1305480
3659,1507897
3660,1460284
3661,1484288
3662,1506499
3663,1478985
3664,1498684
3665,1495370
3666,1439225
3667,1532743
3668,1406269
3669,1514566
3670,1466407
3671,1493254
3672,3090514
3673,1498783
3674,1505869
3675,1504356
3676,1458413
3677,1496421
3678,1501240
3679,1476517
3680,1512166
3681,1485809
3682,1513076
3683,1511923
3684,1470361
3685,1444115
3686,1495713
3687,1559140
3688,1434183
3689,1593192
3690,1343386
3691,1481708
3692,1511435
3693,1411394
3694,1502280
3695,1533426
3696,1470342
3697,3145740
3698,1452792
3699,1430733
3700,1487039
3701,1544990
3702,1430334
3703,1419939
3704,1457100
3705,1494773
3706,1465772
3707,1464548
3708,1547291
3709,1438725
3710,1475822
3711,1479919
3712,1542562
3713,1480069
3714,1430207
3715,1520700
3716,1473852
3717,1510916
3718,1443920
3719,1480391
3720,1511694
3721,1510586
3722,1546377
3723,1403754
3724,1462071
3725,1498346
3726,1491645
3727,1486759
3728,1489077
3729,1425145
3730,1558200
3731,1458475
3732,1397688
3733,1524200
3734,1518976
3735,1453435
3736,1497434
3737,1437329
3738,1467327
3739,1488909
3740,1505065
3741,1425913
3742,1483263
3743,1529946
3744,1471725
3745,3020777
3746,1466291
3747,1510442
3748,1462345
3749,1547816
3750,1418907
3751,1489047
3752,1565297
3753,1324058
3754,1500139
3755,1495050
3756,1490358
3757,1527781
3758,1430028
3759,1475847
3760,1425792
3761,1506065
3762,1536972
3763,1414353
3764,1562043
3765,1425138
3766,3160016
3767,1455841
3768,1529299
3769,1471152
3770,1533138
3771,1424884
3772,1454750
3773,1491447
3774,1472085
3775,1551174
3776,1447753
3777,1511513
3778,1487865
3779,1441016
3780,1518354
3781,1446718
3782,1534889
3783,1466221
3784,1472040
3785,1491101
3786,1450613
3787,1493151
3788,1395047
3789,1454631
3790,1460961
3791,1517985
3792,1685493
3793,1203483
3794,1495973
3795,1539926
3796,1444578
3797,1528528
3798,1435240
3799,1525455
3800,1447487
3801,1507867
3802,1524655
3803,1426889
3804,1474825
3805,1483638
3806,1515326
3807,1470179
3808,1441526
3809,1424550
3810,1513021
3811,1518993
3812,1487883
3813,1489168
3814,1464380
3815,1574257
3816,1430907
3817,1472885
3818,1622829
3819,1305318
3820,1536669
3821,1521986
3822,1453883
3823,1475475
3824,1480094
3825,1464011
3826,1461343
3827,1466490
3828,1528616
3829,1334187
3830,1520487
3831,1515584
3832,1458934
3833,1454910
3834,1569442
3835,1425662
3836,1510516
3837,1494135
3838,1449186
3839,1460750
3840,1527917
3841,1442848
3842,1493502
3843,1499684
3844,1515703
3845,1397995
3846,1480501
3847,1451628
3848,1419617
3849,1477065
3850,1477898
3851,1451448
3852,1529756
3853,1468843
3854,1491006
3855,1431615
3856,1495596
3857,1494138
3858,1442426
3859,1542424
3860,1462198
3861,1488897
3862,1489802
3863,1450828
3864,1533709
3865,1461206
3866,1510876
3867,1478690
3868,1449612
3869,1515518
3870,1464514
3871,1511175
3872,1467565
3873,1519027
3874,1464449
3875,1519266
3876,1461776
3877,1543338
3878,1453083
3879,1523799
3880,1468706
3881,1530671
3882,1502232
3883,1423941
3884,2096368
3885,970793
3886,1426411
3887,1480939
3888,1477337
3889,1470123
3890,1484974
3891,1338980
3892,1472147
3893,1516548
3894,1510681
3895,1563787
3896,1376250
3897,1472173
3898,1509390
3899,1464822
3900,1520197
3901,1453976
3902,1526253
3903,1534570
3904,1362444
3905,1573414
3906,1445185
3907,1481704
3908,1473296
3909,1528574
3910,1490107
3911,1486593
3912,1556636
3913,1476256
3914,1455886
3915,1487470
3916,3104620
3917,1516156
3918,1532824
3919,1442467
3920,1578455
3921,1331012
3922,1499545
3923,1483804
3924,1449975
3925,1519205
3926,1346045
3927,1495795
3928,1532592
3929,1488281
3930,1527507
3931,1372628
3932,1499299
3933,1465296
3934,1511818
3935,1534117
3936,1458144
3937,1423395
3938,1531990
3939,1464147
3940,1526784
3941,1423560
3942,1438169
3943,1501364
3944,1509543
3945,1523420
3946,1435455
3947,1409902
3948,1517943
3949,1525875
3950,1473362
3951,1459326
3952,1413392
3953,1545195
3954,1494478
3955,1491611
3956,1542227
3957,1335369
3958,1469919
3959,1447313
3960,1450388
3961,1600131
3962,1330647
3963,1478627
3964,1451664
3965,1525676
3966,1499735
3967,1464587
3968,1470473
3969,1520183
3970,1526759
3971,1460999
3972,1471308
3973,1459021
3974,1506073
3975,1518453
3976,1476869
3977,1456103
3978,1531433
3979,1435244
3980,1521158
3981,1450366
3982,1528490
3983,1477898
3984,1563726
3985,1394789
3986,1514738
3987,1623397
3988,1370444
3989,1454912
3990,1464214
3991,1499081
3992,1484159
3993,1453338
3994,1435824
3995,1462955
3996,1465879
3997,1558097
3998,1332120
3999,1499718
4000,1493731
4001,1446768
4002,1479174
4003,1494869
4004,1463583
4005,1464451
4006,1510533
4007,1443925
4008,1568616
4009,1468688
4010,1470953
4011,1480256
4012,1494318
4013,1539631
4014,1451306
4015,1515399
4016,1469429
4017,1482562
4018,1603667
4019,1354196
4020,1514628
4021,1495966
4022,1428165
4023,1619968
4024,1226801
4025,1514394
4026,1519117
4027,1459155
4028,1540242
4029,1258641
4030,1508440
4031,1476520
4032,1506297
4033,1543120
4034,1411474
4035,1529403
4036,1500060
4037,1437964
4038,1578350
4039,1439495
4040,1522793
4041,3052191
4042,1487459
4043,1480712
4044,1502886
4045,1489123
4046,1427761
4047,1538051
4048,1526434
4049,1426306
4050,1536340
4051,1529944
4052,1449464
4053,1437582
4054,1446014
4055,1487981
4056,1442487
4057,1471276
4058,1462711
4059,1372040
4060,1527263
4061,1458666
4062,1470183
4063,1503057
4064,1450671
4065,1451033
4066,1472786
4067,1486827
4068,1519461
4069,1484525
4070,1519551
4071,1442409
4072,1450511
4073,-4293512945
4074,1501506
4075,1522710
4076,1487734
4077,1434389
4078,1510113
4079,1577184
4080,1446013
4081,1408147
4082,1498553
4083,1520128
4084,1459688
4085,1440571
4086,1425554
4087,1454236
4088,1470348
4089,1526201
4090,1419815
4091,1494003
4092,1470545
4093,1522859
4094,1468861
4095,1503512
4096,1491089
4097,1419148
4098,1556163
4099,1468490
4100,1462406
4101,1524750
4102,1439943
4103,1471517
4104,1534083
4105,1430476
4106,1451119
4107,1485837
4108,1547120
4109,1479695
4110,1524762
4111,1497657
4112,1381577
4113,1481333
4114,1510315
4115,1488966
4116,1406229
4117,1492717
4118,1461691
4119,1533511
4120,1488769
4121,1482671
4122,1412417
4123,1499948
4124,1521033
4125,1586757
4126,1348264
4127,1524913
4128,1425784
4129,1460416
4130,1546796
4131,2956725
4132,1494459
