measurement_id,energy_difference
859,1472098
860,1506866
861,1464348
862,1508375
863,1470080
864,1463807
865,1415172
866,1499043
867,1530306
868,1478627
869,1442120
870,1508272
871,1421950
872,1498224
873,1459449
874,1505570
875,1525556
876,1426240
877,1559579
878,1444715
879,1611775
880,1331616
881,3065096
882,1495219
883,1475397
884,1455862
885,1512917
886,1468155
887,1486197
888,1456754
889,1405428
890,1564393
891,1429237
892,1535647
893,1520303
894,1434269
895,1506938
896,1422192
897,1473934
898,1562172
899,1451177
900,1507835
901,1497220
902,1420162
903,1517810
904,1515891
905,3119420
906,1435796
907,1451499
908,3113264
909,1477070
910,1509218
911,1501892
912,3091214
913,1541860
914,1467059
915,1454759
916,1557016
917,1391615
918,1501051
919,1414701
920,1528689
921,1498641
922,1403304
923,1479502
924,1517648
925,1458183
926,1540266
927,1391579
928,1483876
929,1474390
930,1545026
931,1502545
932,1394952
933,1506652
934,1440018
935,1474509
936,1553549
937,1433869
938,1530209
939,1472947
940,1564532
941,1456543
942,1493438
943,1448637
944,1484755
945,1512836
946,1473223
947,3087994
948,1476422
949,1510780
950,1490657
951,3061317
952,1478601
953,1521503
954,1519740
955,1475342
956,1361138
957,1545551
958,1464077
959,1538881
960,1493667
961,1469428
962,1514494
963,1465080
964,1459497
965,1505302
966,1532047
967,1442538
968,1491340
969,1451545
970,1480825
971,1536933
972,1461550
973,1473793
974,1471141
975,1471601
976,1521544
977,1520121
978,1410811
979,1477899
980,3081545
981,1399055
982,1543627
983,1426899
984,1536149
985,1501427
986,1382535
987,1475469
988,1486841
989,1551835
990,1478880
991,1523917
992,1402613
993,1493389
994,1466698
995,1475201
996,1462222
997,1505103
998,1457152
999,1479426
1000,1493041
1001,1443171
1002,1517110
1003,1559456
1004,1378985
1005,1494981
1006,1517369
1007,1426188
1008,1443446
1009,1475771
1010,1442491
1011,1554977
1012,1382181
1013,1472575
1014,1494959
1015,1415011
1016,1568832
1017,1438879
1018,1708045
1019,1348786
1020,1374067
1021,1570526
1022,1422475
1023,1483736
1024,1489756
1025,1507851
1026,1428710
1027,1483105
1028,1507327
1029,1487315
1030,1479050
1031,1509721
1032,1506686
1033,1441778
1034,1556654
1035,1531228
1036,1504525
1037,1362917
1038,1458982
1039,1485904
1040,1556410
1041,1472477
1042,1479031
1043,1358864
1044,1536274
1045,1532072
1046,3055328
1047,1333217
1048,1539253
1049,1533471
1050,1426700
1051,1618936
1052,1354485
1053,1492235
1054,1503264
1055,1485938
1056,1465379
1057,1565849
1058,1434579
1059,1513337
1060,1461302
1061,1409275
1062,1501919
1063,1533744
1064,1471128
1065,1506576
1066,1432391
1067,1552909
1068,1411518
1069,1552316
1070,1496256
1071,1415717
1072,1569455
1073,1399891
1074,1527798
1075,1441307
1076,1439641
1077,3087643
1078,1583413
1079,1443147
1080,1449007
1081,3146219
1082,1482720
1083,1533515
1084,1439299
1085,1512099
1086,1461309
1087,1427913
1088,1493242
1089,1501343
1090,1486107
1091,1499260
1092,1453565
1093,1517940
1094,1477549
1095,1504841
1096,1475508
1097,1440893
1098,1497367
1099,1492201
1100,1552918
1101,1471150
1102,1473988
1103,1460249
1104,1443550
1105,1502628
1106,1500354
1107,1385598
1108,1516191
1109,3072061
1110,1549678
1111,1348510
1112,1498184
1113,1514604
1114,1464930
1115,1421612
1116,1490661
1117,1498093
1118,1464259
1119,1495715
1120,1501851
1121,1452848
1122,1518803
1123,1441503
1124,1527052
1125,1417754
1126,1491242
1127,1455651
1128,1511420
1129,1513708
1130,1458031
1131,1438100
1132,1529186
1133,1531105
1134,1453505
1135,1433380
1136,1551031
1137,1396584
1138,1495165
1139,1491429
1140,1424302
1141,1616458
1142,1397183
1143,1496236
1144,1522636
1145,1407141
1146,1552090
1147,1402020
1148,1436421
1149,1507560
1150,1454143
1151,1410462
1152,1542948
1153,1427132
1154,1526169
1155,1498699
1156,1470417
1157,1503438
1158,1464315
1159,1435325
1160,1489249
1161,1509859
1162,1544755
1163,1400505
1164,1478994
1165,1502185
1166,1472717
1167,1594670
1168,1388074
1169,1378592
1170,1527497
1171,1472448
1172,1493484
1173,1470526
1174,1495487
1175,1483000
1176,1459577
1177,1533395
1178,1451300
1179,1426008
1180,1467623
1181,1500434
1182,1478221
1183,1436883
1184,1513446
1185,1456394
1186,1487291
1187,1512902
1188,1465458
1189,1421067
1190,3095432
1191,1491152
1192,3146388
1193,1434576
1194,1501412
1195,1485280
1196,1566995
1197,1431923
1198,1511094
1199,1455631
1200,1541806
1201,1483168
1202,1393174
1203,1439671
1204,1482251
1205,1523723
1206,1561875
1207,1359406
1208,1399641
1209,1465574
1210,1465126
1211,1540396
1212,1464240
1213,1465390
1214,1547139
1215,1419846
1216,1556358
1217,1489713
1218,1417763
1219,1537318
1220,1519168
1221,1383988
1222,1544228
1223,1456945
1224,1475231
1225,1484788
1226,1500353
1227,3083332
1228,1532723
1229,1553698
1230,1387759
1231,1464154
1232,1448993
1233,1445319
1234,1526284
1235,1496788
1236,1401961
1237,1467954
1238,1465074
1239,1489699
1240,1474036
1241,1494404
1242,1468857
1243,1433152
1244,1452680
1245,1475909
1246,1440976
1247,1513795
1248,1527695
1249,1373096
1250,1464884
1251,1448644
1252,1544935
1253,1438372
1254,1516552
1255,1499028
1256,1489335
1257,1489962
1258,1501450
1259,1516298
1260,1462898
1261,1491550
1262,1466073
1263,1523629
1264,1437313
1265,1448919
1266,1483573
1267,1604353
1268,1366229
1269,1448934
1270,1467019
1271,1467400
1272,1495886
1273,1502185
1274,1449105
1275,1474954
1276,1516994
1277,1505854
1278,1418992
1279,1497602
1280,1495322
1281,1422629
1282,1521854
1283,1466801
1284,1488889
1285,1480132
1286,1488647
1287,1504428
1288,1500849
1289,1478063
1290,1452696
1291,1532393
1292,1466215
1293,1457532
1294,1482350
1295,1515744
1296,1472302
1297,1506517
1298,1466670
1299,1475609
1300,1575580
1301,1489442
1302,1474920
1303,1545624
1304,1373019
1305,1576311
1306,1421415
1307,4758553
1308,1484527
1309,1483620
1310,1475638
1311,3042501
1312,1523903
1313,1444257
1314,1478489
1315,1486111
1316,1521499
1317,1485847
1318,1509103
1319,1476771
1320,1496819
1321,1556276
1322,1462792
1323,1540403
1324,1464090
1325,1457773
1326,1452330
1327,1501258
1328,1499693
1329,1434158
1330,1578428
1331,3009944
1332,1494870
1333,1470310
1334,1443237
1335,1505090
1336,1442403
1337,1463892
1338,1429970
1339,1454029
1340,1478733
1341,1342030
1342,1467038
1343,1433329
1344,1522252
1345,1478647
1346,1489284
1347,1450271
1348,1500287
1349,1509326
1350,1524557
1351,1412700
1352,1554640
1353,1399043
1354,1528291
1355,1474554
1356,1495609
1357,1485505
1358,1443073
1359,1514667
1360,1504796
1361,1524773
1362,1407214
1363,1486540
1364,1468658
1365,1498611
1366,1568601
1367,1360174
1368,1457317
1369,3126003
1370,1468658
1371,1392116
1372,1509146
1373,1531346
1374,1428120
1375,1510106
1376,1462775
1377,1518314
1378,1443293
1379,1477637
1380,1448719
1381,1528493
1382,1495802
1383,1494389
1384,1435503
1385,1481916
1386,1464773
1387,1483524
1388,1473236
1389,1494453
1390,1505160
1391,1470166
1392,1449966
1393,1523539
1394,1461397
1395,1476828
1396,1491119
1397,1491471
1398,1465027
1399,1516637
1400,1469071
1401,1525892
1402,1410382
1403,1519068
1404,1462430
1405,1465773
1406,3128633
1407,1505002
1408,1473630
1409,1424804
1410,1534666
1411,1419930
1412,1536991
1413,1454875
1414,1507182
1415,1471113
1416,1412770
1417,1517070
1418,1478546
1419,1495231
1420,1509172
1421,1402030
1422,1515151
1423,1425068
1424,1484349
1425,1483873
1426,1545336
1427,1498593
1428,1492895
1429,1493976
1430,1434868
1431,1544912
1432,1417860
1433,1476442
1434,1502989
1435,1459049
1436,1526746
1437,1401251
1438,1461015
1439,1541803
1440,1423672
1441,1504980
1442,1419450
1443,1499244
1444,1469419
1445,1461815
1446,1528655
1447,1420053
1448,1550691
1449,1515565
1450,1472311
1451,1469993
1452,1414460
1453,1502624
1454,1508513
1455,1488396
1456,1467072
1457,1556409
1458,1452222
1459,1479878
1460,1504379
1461,1552969
1462,1391569
1463,1543539
1464,1468809
1465,1485068
1466,1552045
1467,1524493
1468,1380173
1469,1522617
1470,1454913
1471,1446564
1472,1599365
1473,1382635
1474,1459451
1475,1548898
1476,1393451
1477,1584521
1478,1348200
1479,1465235
1480,1543958
1481,1448654
1482,-4291836267
1483,1489502
1484,1464685
1485,1555498
1486,1444948
1487,1492157
1488,1530509
1489,1470225
1490,1476669
1491,1544106
1492,1487992
1493,1409159
1494,1499466
1495,1503766
1496,1474827
1497,1518196
1498,1510097
1499,1432115
1500,1496020
1501,1531796
1502,1392101
1503,1503839
1504,1536774
1505,1499779
1506,1427216
1507,1528859
1508,1421829
1509,1493067
1510,1498752
1511,1534148
1512,1469899
1513,1417261
1514,1475088
1515,1484961
1516,1534333
1517,3087499
1518,1471727
1519,1521348
1520,1440835
1521,1516093
1522,1497697
1523,1409715
1524,1482968
1525,1460830
1526,1541201
1527,1489883
1528,3094406
1529,1434621
1530,1487653
1531,1495209
1532,1450113
1533,1540420
1534,1420660
1535,1490392
1536,1499439
1537,1510913
1538,1505285
1539,1442915
1540,1487846
1541,1579678
1542,1346083
1543,1495975
1544,1416061
1545,1501742
1546,1563892
1547,1351413
1548,1515696
1549,1446177
1550,1432247
1551,1493478
1552,1509554
1553,1430682
1554,1474353
1555,1474965
1556,1522937
1557,3098767
1558,1423666
1559,1493318
1560,1515531
1561,1518884
1562,1495362
1563,1390582
1564,1525811
1565,1453310
1566,1563990
1567,1332765
1568,1482540
1569,1462493
1570,1547455
1571,1476822
1572,1468460
1573,1423518
1574,1541773
1575,1523221
1576,1506659
1577,1362189
1578,1443573
1579,1446781
1580,1533860
1581,1470792
1582,1531198
1583,1469646
1584,1488402
1585,1527675
1586,1393491
1587,1508565
1588,1527806
1589,1419544
1590,1512557
1591,1430519
1592,1467906
1593,1512081
1594,1449438
1595,1494083
1596,1517176
1597,1461105
1598,1505156
1599,1546036
1600,1477161
1601,1456919
1602,1505454
1603,1488179
1604,1452400
1605,1522792
1606,1411592
1607,1522435
1608,1408420
1609,1477142
1610,1546184
1611,3103769
1612,1478673
1613,1398110
1614,1483839
1615,1527413
1616,1448328
1617,1396339
1618,1478024
1619,1498038
1620,1442280
1621,1527098
1622,1502848
1623,1447140
1624,1503021
1625,1504707
1626,1473148
1627,1500873
1628,1548654
1629,1467073
1630,1528526
1631,1522267
1632,1414082
1633,1536330
1634,1543028
1635,1413561
1636,1511666
1637,1564498
1638,1327607
1639,1508338
1640,1538606
1641,1438847
1642,1534424
1643,1309120
1644,1508804
1645,1534216
1646,1429129
1647,1598535
1648,1259845
1649,1488784
1650,1505981
1651,1451702
1652,1463344
1653,1520252
1654,1497273
1655,1431469
1656,1480654
1657,1494998
1658,1536902
1659,1451918
1660,1486032
1661,1534526
1662,1496792
1663,1481449
1664,1472551
1665,1471485
1666,1507831
1667,1499410
1668,1528815
1669,1418686
1670,1562044
1671,1402413
1672,1533073
1673,1532539
1674,1381644
1675,1513148
1676,1523260
1677,1453252
1678,1598645
1679,1336795
1680,1497760
1681,1465940
1682,1432779
1683,1479583
1684,1466335
1685,1503017
1686,1528248
1687,1451984
1688,1486872
1689,1491995
1690,1473637
1691,1460394
1692,1513982
1693,1442258
1694,1514000
1695,1470241
1696,1454543
1697,1432688
1698,1503729
1699,1504781
1700,1455838
1701,1504572
1702,1478937
1703,1533970
1704,1523273
1705,1358748
1706,1480591
1707,1486596
1708,4721473
1709,1438253
1710,1494837
1711,1484672
1712,1538369
1713,1441026
1714,1454785
1715,1516021
1716,1498912
1717,1442159
1718,1580314
1719,1430091
1720,1521108
1721,1524245
1722,1447393
1723,1514794
1724,1484931
1725,1496360
1726,1461254
1727,1472484
1728,1572067
1729,1442550
1730,1538943
1731,1453447
1732,1488022
1733,1540101
1734,1443229
1735,1493207
1736,1480806
1737,1504604
1738,1597280
1739,1356363
1740,1488462
1741,1518800
1742,1467728
1743,3111357
1744,1497445
1745,1498600
1746,1457100
1747,1475389
1748,1460937
1749,1474930
1750,1547466
1751,1419880
1752,1496629
1753,1454294
1754,1490718
1755,1477522
1756,1503093
1757,1464160
1758,1452652
1759,1459381
1760,3087898
1761,1430295
1762,1531850
1763,1420017
1764,1504033
1765,1467735
1766,1530475
1767,3076397
1768,1525066
1769,1438318
1770,1512816
1771,3142492
1772,1461338
1773,1410449
1774,1472859
1775,1503133
1776,1495631
1777,1515862
1778,1431342
1779,1514353
1780,1457511
1781,1501579
1782,1489907
1783,1503126
1784,1507016
1785,1497215
1786,1473048
1787,1488820
1788,1543840
1789,1425125
1790,1510940
1791,3044658
1792,1530156
1793,1430443
1794,1488967
1795,3133000
1796,1533558
1797,1405729
1798,1516874
1799,1665656
1800,1266872
1801,1479117
1802,1438229
1803,1478799
1804,1523263
1805,1401709
1806,1499195
1807,1485808
1808,1488366
1809,1470107
1810,1491455
1811,1486868
1812,1424958
1813,1496433
1814,1520798
1815,1440767
1816,1516827
1817,1479757
1818,1404209
1819,1508660
1820,1491261
1821,1543697
1822,1464734
1823,1515321
1824,1493085
1825,1559440
1826,1308666
1827,1486789
1828,1469219
1829,1466464
1830,1573796
1831,1427317
1832,1419344
1833,1506244
1834,1462794
1835,1439860
1836,1459485
1837,1558025
1838,1435470
1839,1504555
1840,1465944
1841,1516158
1842,1451952
1843,1529946
1844,1461529
1845,1469593
1846,1484786
1847,1491913
1848,1465489
1849,1511639
1850,1549327
1851,1394440
1852,1498115
1853,1522352
1854,1479659
1855,1457052
1856,1570662
1857,1489409
1858,1421278
1859,1491235
1860,1420034
1861,3083829
1862,1537876
1863,1487358
1864,1468715
1865,1522999
1866,1328827
1867,1503780
1868,1539888
1869,1393337
1870,1536017
1871,1397480
1872,1543449
1873,1479030
1874,1397322
1875,1504383
1876,1453707
1877,1458336
1878,1494678
1879,1507935
1880,1485909
1881,1485130
1882,1534561
1883,1477623
1884,1524171
1885,1526875
1886,1489718
1887,1491941
1888,1500847
1889,1446494
1890,1478675
1891,1516720
1892,3025363
1893,1449023
1894,1496228
1895,1595602
1896,1342592
1897,1517514
1898,1430207
1899,1529842
1900,1428597
1901,1479960
1902,1608093
1903,1362960
1904,1492581
1905,1504984
1906,1458350
1907,1524701
1908,1440525
1909,1491504
1910,1426298
1911,3100079
1912,1507365
1913,1490106
1914,1508709
1915,1529969
1916,1430882
1917,1490655
1918,1468162
1919,1529714
1920,1515113
1921,1437532
1922,1462329
1923,1409731
1924,1459108
1925,1574551
1926,1371398
1927,1493992
1928,1528929
1929,1478167
1930,1504883
1931,1395717
1932,1473281
1933,1496845
1934,1490660
1935,1464947
1936,1481812
1937,1486041
1938,1526441
1939,1460390
1940,1531320
1941,1496749
1942,1476121
1943,1488977
1944,1513240
1945,1475855
1946,1502660
1947,1520663
1948,1463677
1949,1467865
1950,1578296
1951,1423870
1952,1431352
1953,1467800
1954,1570962
1955,1428305
1956,1459508
1957,1485745
1958,1466058
1959,1487727
1960,1452879
1961,1470759
1962,1482283
1963,1497267
1964,1404739
1965,1434441
1966,3116801
1967,1501758
1968,1532460
1969,1416900
1970,1498023
1971,1521501
1972,1479797
1973,1465671
1974,1495253
1975,3068805
1976,1488268
1977,1509788
1978,1482778
1979,1515676
1980,1500055
1981,1466858
1982,1520303
1983,1477380
1984,1466438
1985,1514107
1986,1395802
1987,1474107
1988,1468613
1989,1515161
1990,1581114
1991,1405353
1992,1457102
1993,1493829
1994,1510384
1995,1534124
1996,1424793
1997,1501706
1998,1501181
1999,1470675
2000,1449042
2001,1516780
2002,1420380
2003,1553767
2004,1498760
2005,1486660
2006,1472464
2007,1460039
2008,1466636
2009,1478219
2010,1492913
2011,1504038
2012,1467984
2013,1465401
2014,1532480
2015,1471439
2016,1536436
2017,1305964
2018,1498592
2019,1518321
2020,1510941
2021,3031597
2022,1498222
2023,1529059
2024,1441403
2025,1548890
2026,1401200
2027,1508292
2028,1424807
2029,1506300
2030,1556903
2031,1283141
2032,1514646
2033,1403899
2034,1566224
2035,1450400
2036,1430421
2037,1552217
2038,1475236
2039,1471993
2040,1476478
2041,1440335
2042,1476301
2043,1503086
2044,1498788
2045,1505936
2046,1504373
2047,1334665
2048,1527193
2049,1417499
2050,1506593
2051,1517162
2052,1411574
2053,1465534
2054,1505943
2055,1504572
2056,1491975
2057,1384571
2058,1453641
2059,1455636
2060,1484347
2061,1468039
2062,3119775
2063,1489241
2064,1399703
2065,1524788
2066,1470403
2067,1489146
2068,1450560
2069,1462880
2070,1467243
2071,1515360
2072,1468487
2073,1476354
2074,1508061
2075,1476785
2076,1531336
2077,1310877
2078,1488004
2079,1466695
2080,1557797
2081,1466585
2082,1437357
2083,1508044
2084,1515131
2085,1442942
2086,3093985
2087,1490068
2088,1554707
2089,1427155
2090,1422856
2091,1504874
2092,1412518
2093,1492286
2094,1496068
2095,1457036
2096,1525297
2097,1484865
2098,1516402
2099,1465662
2100,1509857
2101,1467896
2102,1479076
2103,1480917
2104,1505090
2105,1484226
2106,3109011
2107,1436363
2108,1485086
2109,1540525
2110,1459368
2111,1369880
2112,1426403
2113,1506202
2114,1486637
2115,1519992
2116,1398749
2117,1540109
2118,1485610
2119,3051314
2120,1440366
2121,1483603
2122,1508183
2123,1443926
2124,1457438
2125,1504695
2126,1481590
2127,1498083
2128,1409134
2129,1586531
2130,1441549
2131,1479192
2132,1494442
2133,1476129
2134,1490583
